地址,經度,緯度
,,
台北市北投區榮華里17鄰明德路118巷1~30號,121.5209475,25.109527
,,
台北市南港區萬福里同德路50巷1~30號,121.5847315,25.0453813
,,
台北市文山區萬和里溪洲街61~90號,121.5345865,25.005707
,,
台北市北投區永和里同德街44巷1~30號,121.5284763,25.1244025
,,
台北市萬華區糖?里大理街160巷26弄1~30號,121.4978362,25.034233
,,
台北市松山區南京東路5段23巷7弄1~30號,121.5579106,25.052073
,,
台北市萬華區漢口街2段61~90號,121.505791,25.0459535
,,
台北市北投區永明里石牌路2段97巷1~30號,121.5166892,25.1177059
,,
台北市松山區民權東路3段153巷3弄1~30號,121.5466739,25.0625776
,,
台北市萬華區東園街85巷4弄1~30號,121.4966193,25.0257824
,,
台北市中正區文祥里金山南路1段79巷1~30號,121.5281028,25.0369856
,,
台北市大安區龍門里10鄰和平東路2段18巷13弄1~30號,121.536054,25.023672
,,
台北市中山區合江街61~90號,121.5392147,25.057354
,,
台北市文山區興福里1鄰興隆路1段260巷1~30號,121.545318,24.998994
,,
台北市文山區萬隆里羅斯福路5段241~270號,121.539583,25.001689
,,
台北市信義區黎平里和平東路3段207巷6弄1~30號,121.5539103,25.0236456
,,
台北市中山區民權東路3段1~30號,121.5391412,25.0634668
,,
台北市松山區南京東路5段31~60號,121.5582314,25.0517333
,,
台北市中山區松江路332﹑334號,121.532809,25.061203
,,
台北市士林區平等里平菁街105巷1~30號,121.576259,25.127749
,,
台北市文山區萬利街2巷1~30號,121.5668388,24.9991544
,,
台北市內湖區金瑞里金龍路1~30號,121.5895873,25.0859389
,,
台北市萬華區萬大路493巷28弄1~30號,121.498797,25.019636
,,
台北市中山區長春路241~270號,121.5393591,25.0548159
,,
台北市士林區新安里新安路241~270號,121.5553439,25.1332106
,,
台北市士林區天壽里5鄰天母西路22巷1~30號,121.5271982,25.1179295
,,
台北市文山區木新里指南路1段31~60號,,
,,
台北市松山區饒河街61~90號,121.5730126,25.05026
,,
台北市文山區指南里指南路3段22巷1~30號,121.5785967,24.983528
,,
台北市松山區光復北路31~60號,121.558019,25.0499163
,,
台北市內湖區港富里麗山街328巷1~30號,121.5732389,25.0829643
,,
台北市大同區南芳里延平北路2段241~270號,121.511392,25.0620649
,,
台北市萬華區雅江街31~60號,121.501544,25.042908
,,
台北市中山區大直街84巷1~30號,121.547117,25.084399
,,
台北市內湖區紫陽里文德路22巷59弄1~30號,121.5804476,25.0753288
,,
台北市中正區螢雪里重慶南路3段74巷1~30號,121.515408,25.026573
,,
台北市中山區農安街1~30號,121.5267049,25.0648313
,,
台北市北投區吉利里23鄰吉利街320巷1弄1~30號,121.5113951,25.117336
,,
台北市萬華區忠德里4鄰寶興街91~120號,121.4923031,25.0281777
,,
台北市松山區民生東路5段181~210號,121.56566,25.0593104
,,
台北市內湖區內湖路1段359巷1~30號,121.5693368,25.0821149
,,
台北市北投區智仁里杏林二路28巷1~30號,121.49783,25.142321
,,
台北市萬華區貴陽街2段151~180號,121.5009376,25.0402787
,,
台北市大同區永樂里甘谷街1~30號,121.5115874,25.0528961
,,
台北市萬華區富民里4鄰貴陽街2段151~180號,121.5009376,25.0402787
,,
台北市松山區民生東路4段55巷1~30號,121.550519,25.058204
,,
台北市萬華區西園路2段261巷31~60號,121.4933959,25.0250863
,,
台北市文山區萬和里1鄰溪州街137巷61~90號,121.5356771,25.0006709
,,
台北市士林區三玉里忠誠路2段41巷1~30號,121.532477,25.1103375
,,
台北市中山區中山北路2段93巷1~30號,121.5247338,25.0593892
,,
台北市內湖區康樂街61巷12弄1~30號,121.6191949,25.0690068
,,
台北市北投區永欣里石牌路2段181~210號,121.5182362,25.1186268
,,
台北市南港區舊莊里舊莊街1段145巷6弄1~30號,121.6203309,25.0398587
,,
台北市北投區奇岩里奇岩路31~60號,121.507341,25.13292
,,
台北市中山區建國北路3段22巷1~30號,121.535741,25.063867
,,
台北市北投區榮華里榮華一路15巷1~30號,121.5239491,25.1115988
,,
台北市內湖區五分街61~90號,121.6145607,25.0675411
,,
台北市內湖區瑞光里瑞光路235巷1~30號,121.5784207,25.0746886
,,
台北市中山區遼寧街241~270號,121.5421413,25.0558458
,,
台北市文山區指南里15鄰指南路3段26巷1~30號,121.579807,24.983449
,,
台北市松山區撫遠街181~210號,121.5684387,25.0592952
,,
台北市萬華區萬大路493巷12弄1~30號,121.498316,25.0197989
,,
台北市內湖區康樂街136巷15弄1~30號,121.61868,25.072009
,,
台北市松山區南京東路5段211~240號,121.5578,25.05189
,,
台北市內湖區樂康里康樂街136巷15弄1~30號,121.6186802,25.0720647
,,
台北市士林區仁勇里16鄰大東路121~150號,121.5255386,25.0915626
,,
台北市萬華區環河南路2段250巷3弄1~30號,121.4913822,25.0331843
,,
台北市內湖區樂康里康樂街72巷17弄121~150號,121.6170615,25.071428
,,
台北市大同區揚雅里民族西路151~180號,121.5162011,25.0687262
,,
台北市文山區興業里23鄰辛亥路5段124巷1~30號,121.551739,24.9968419
,,
台北市北投區智仁里21鄰中和街525巷10弄1~30號,121.4933887,25.1445071
,,
台北市中山區大直街62巷5弄1~30號,121.545059,25.0834191
,,
台北市內湖區湖興里20鄰成功路2段250巷31~60號,121.588782,25.066291
,,
台北市文山區興隆路2段154巷1~30號,121.5516309,25.0010204
,,
台北市中山區大直街62巷5弄1~30號,121.545059,25.0834191
,,
台北市萬華區德昌街132巷1~30號,121.4964377,25.0244138
,,
台北市內湖區港都里港華街85巷1~30號,121.5742938,25.0832656
,,
台北市萬華區西藏路481~510號,121.4917235,25.028593
,,
台北市中山區敬業三路162巷121~150號,121.55944,25.0795485
,,
台北市中山區敬業三路162巷31~60號,121.558941,25.0783402
,,
台北市內湖區麗山街328巷1~30號,121.5732389,25.0829643
,,
台北市內湖區樂康里康樂街136巷18弄31~60號,121.618118,25.0709813
,,
台北市信義區忠孝東路,121.5381808,25.0417673
,,
台北市松山區民生東路5段181~210號,121.56566,25.0593104
,,
台北市中山區吉林路379巷1~30號,121.5307389,25.0653461
,,
台北市中山區農安街1~30號,121.5267049,25.0648313
,,
台北市松山區撫遠街391~420號,121.5657775,25.0651222
,,
台北市松山區寶清街104巷31~60號,121.5674728,25.0537632
,,
台北市中山區長安東路1段31~60號,121.5239959,25.0493739
,,
台北市內湖區西湖里內湖路1段323巷1~30號,121.5679793,25.0822153
,,
台北市南港區舊莊里舊莊街1段145巷6弄1~30號,121.6203309,25.0398587
,,
台北市士林區菁山里永公路511~540號,121.5671221,25.1381811
,,
台北市文山區試院里29鄰木柵路1段1~30號,121.544726,24.988263
,,
台北市信義區大道里大道路7巷1弄1~30號,121.581664,25.0428399
,,
台北市大同區斯文里大龍街89巷1~30號,121.516627,25.0667908
,,
台北市大安區車層里忠孝東路4段216巷19弄1~30號,121.5530865,25.0404607
,,
台北市北投區大屯里復興三路521巷1~30號,121.4999096,25.1597156
,,
台北市士林區聖山里20鄰忠義街46巷1~30號,121.5305984,25.105665
,,
台北市大安區虎嘯里樂業街15巷1~30號,121.5500626,25.0240174
,,
台北市內湖區新明路380巷9弄1~30號,121.5803524,25.0555497
,,
台北市中山區中山北路1段91~120號,121.522992,25.0561769
,,
台北市萬華區萬大路322巷55弄1~30號,121.4984219,25.0244988
,,
台北市北投區開明里珠海路107巷1~30號,121.504817,25.141253
,,
台北市中正區文祥里金山南路一段91~120號,121.5280765,25.036704
,,
台北市松山區延壽街61~90號,121.5676528,25.0572091
